catalog_id,common_name,scientific_name_as_source,plant_type_as_source,catalog_status,crop_contexts,regulatory_tier,usda_match_status,usda_symbol_candidate,habitat_flags_auto_for_review,vt_profile_url
VT-348,slender parsley piert,Aphanes microcarpa,broadleaf,source_index_only,,,matched,APMI,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/348/
VT-323,slimleaf panicgrass,Dichanthelium linearifolium,grass_or_grasslike,source_index_only,,,matched,DILI2,,https://weedid.cals.vt.edu/profile/323/
VT-494,small geranium,Geranium pusillum,broadleaf,source_index_only,,,matched,GEPU2,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/494/
VT-206,small hopclover,Trifolium dubium,broadleaf,source_index_only,,,matched,TRDU2,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/206/
VT-496,small pondweed,Potamogeton pusillus,broadleaf,source_index_only,,,matched,POPU7,aquatic_wetland,https://weedid.cals.vt.edu/profile/496/
VT-437,smallflower buttercup,Ranunculus parviflorus,broadleaf,source_index_only,,,matched,RAPA3,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/437/
VT-800,smallflower morningglory,Jacquemontia tamnifolia,broadleaf,source_index_only,,,matched,JATA,agronomic_crops; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/800/
VT-695,smallspike false nettle,Boehmeria cylindrica,broadleaf,source_index_only,,,matched,BOCY,,https://weedid.cals.vt.edu/profile/695/
VT-705,smooth aster,Aster laeve,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/705/
VT-358,smooth bedstraw,Galium mollugo,broadleaf,source_index_only,,,matched,GAMO,horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/358/
VT-290,smooth brome,Bromus inermis,grass_or_grasslike,source_index_only,,,matched,BRIN2,,https://weedid.cals.vt.edu/profile/290/
VT-26,smooth cordgrass,Spartina alterniflora,grass_or_grasslike,source_index_only,,,matched,SPAL,,https://weedid.cals.vt.edu/profile/26/
VT-295,smooth crabgrass,Digitaria ischaemum,grass_or_grasslike,source_index_only,,,matched,DIIS,turf_landscape,https://weedid.cals.vt.edu/profile/295/
VT-131,smooth hawksbeard,Crepis capillaris,broadleaf,source_index_only,,,matched,CRCA3,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/131/
VT-279,smooth pigweed,Amaranthus hybridus,broadleaf,source_index_only,,,matched,AMHY,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/279/
VT-421,smooth rattlebox,Crotalaria pallida var. obovata,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/421/
VT-761,smooth sumac,Rhus glabra,broadleaf,source_index_only,,,matched,RHGL,roadside_disturbed,https://weedid.cals.vt.edu/profile/761/
VT-289,smut grass,Sporobolus indicus,grass_or_grasslike,source_index_only,,,matched,SPIN4,pasture_forage; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/289/
VT-727,sneezeweed,Helenium amarum,broadleaf,source_index_only,,,matched,HEAM,,https://weedid.cals.vt.edu/profile/727/
VT-408,soapwort,Saponaria officinalis,broadleaf,source_index_only,,,matched,SAOF4,,https://weedid.cals.vt.edu/profile/408/
VT-278,soft brome,Bromus hordeaceus,grass_or_grasslike,source_index_only,,,matched,BRHO2,,https://weedid.cals.vt.edu/profile/278/
VT-61,sourwood,Oxydendrum arboreum,broadleaf,source_index_only,,,matched,OXAR,,https://weedid.cals.vt.edu/profile/61/
VT-155,southern crabgrass,Digitaria ciliaris,grass_or_grasslike,source_index_only,,,matched,DICI,,https://weedid.cals.vt.edu/profile/155/
VT-260,southern waternymph,Najas guadalupensis,broadleaf,source_index_only,,,matched,NAGU,,https://weedid.cals.vt.edu/profile/260/
VT-344,soybean,Glycine max,broadleaf,source_index_only,,,matched,GLMA4,,https://weedid.cals.vt.edu/profile/344/
VT-103,Spanish needles,Bidens bipinnata,broadleaf,source_index_only,,,matched,BIBI7,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/103/
VT-576,spiny amaranth,Amaranthus spinosus,broadleaf,crop_context_sourced,pasture_hay,,matched,AMSP,,https://weedid.cals.vt.edu/profile/576/
VT-4,spiny plumeless thistle,Carduus acanthoides,broadleaf,source_index_only,,,matched,CAAC,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/4/
VT-84,spiny sowthistle,Sonchus asper,broadleaf,source_index_only,,,matched,SOAS,,https://weedid.cals.vt.edu/profile/84/
VT-491,spoonleaf purple everlasting,Gnaphalium purpureum,broadleaf,source_index_only,,,matched,,,https://weedid.cals.vt.edu/profile/491/
VT-580,spotted knapweed,Centaurea stoebe ssp. micranthos,broadleaf,crop_context_sourced,pasture_hay,,matched,CEST8,pasture_forage,https://weedid.cals.vt.edu/profile/580/
VT-459,spotted ladysthumb,Polygonum persicaria,broadleaf,source_index_only,,,matched,POPE3,,https://weedid.cals.vt.edu/profile/459/
VT-332,spotted sandmat,Chamaesyce maculata,broadleaf,source_index_only,,,matched,CHMA15,,https://weedid.cals.vt.edu/profile/332/
VT-488,spotted St. Johnswort,Hypericum punctatum,broadleaf,source_index_only,,,matched,HYPU,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/488/
VT-710,spotted water hemlock,Cicuta maculata,broadleaf,source_index_only,,,matched,CIMA2,,https://weedid.cals.vt.edu/profile/710/
VT-642,spring avens,Geum vernum,broadleaf,source_index_only,,,matched,GEVE,,https://weedid.cals.vt.edu/profile/642/
VT-641,spring draba,Draba verna,broadleaf,source_index_only,,,matched,DRVE2,pasture_forage,https://weedid.cals.vt.edu/profile/641/
VT-177,spurred anoda,Anoda cristata,broadleaf,crop_context_sourced,corn; soybean,,matched,ANCR2,agronomic_crops; roadside_disturbed,https://weedid.cals.vt.edu/profile/177/
VT-498,squarestem spikerush,Eleocharis quadrangulata,grass_or_grasslike,source_index_only,,,matched,ELQU,,https://weedid.cals.vt.edu/profile/498/
VT-808,squirrel corn,Dicentra canadensis,broadleaf,source_index_only,,,matched,DICA,,https://weedid.cals.vt.edu/profile/808/
VT-282,St. Andrew's cross,Hypericum hypericoides,broadleaf,source_index_only,,,matched,HYHY,,https://weedid.cals.vt.edu/profile/282/
VT-114,St. Anthony's turnip,Ranunculus bulbosus,broadleaf,source_index_only,,,matched,RABU,pasture_forage,https://weedid.cals.vt.edu/profile/114/
VT-547,St. Augustinegrass,Stenotaphrum secundatum,grass_or_grasslike,source_index_only,,,matched,STSE,,https://weedid.cals.vt.edu/profile/547/
VT-369,starch grape hyacinth,Muscari neglectum,grass_or_grasslike,source_index_only,,,matched,MUNE,turf_landscape,https://weedid.cals.vt.edu/profile/369/
VT-150,stickbush,Clerodendrum chinense,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/150/
VT-397,stickweed,Verbesina occidentalis,broadleaf,source_index_only,,,matched,VEOC,pasture_forage,https://weedid.cals.vt.edu/profile/397/
VT-256,sticky chickweed,Cerastium glomeratum,broadleaf,source_index_only,,,matched,CEGL2,roadside_disturbed,https://weedid.cals.vt.edu/profile/256/
VT-671,sticky ragwort,Senecio viscosus,broadleaf,source_index_only,,,unmatched_requires_review,,roadside_disturbed,https://weedid.cals.vt.edu/profile/671/
VT-58,stickywilly,Galium aparine,broadleaf,source_index_only,,,matched,GAAP2,,https://weedid.cals.vt.edu/profile/58/
VT-230,stiff dogwood,Cornus foemina,broadleaf,source_index_only,,,matched,COFO,aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/230/
VT-202,stinging nettle,Urtica dioica,broadleaf,crop_context_sourced,pasture_hay,,matched,URDI,,https://weedid.cals.vt.edu/profile/202/
VT-154,stink grass,Eragrostis cilianensis,grass_or_grasslike,source_index_only,,,matched,ERCI,agronomic_crops; pasture_forage,https://weedid.cals.vt.edu/profile/154/
VT-585,strawcolored flatsedge,Cyperus strigosus,grass_or_grasslike,source_index_only,,,matched,CYST,,https://weedid.cals.vt.edu/profile/585/
VT-361,strict blue-eyed grass,Sisyrinchium montanum,grass_or_grasslike,source_index_only,,,matched,SIMO2,,https://weedid.cals.vt.edu/profile/361/
VT-537,stringy stonecrop,Sedum sarmentosum,broadleaf,source_index_only,,,matched,SESA,,https://weedid.cals.vt.edu/profile/537/
VT-333,striped prince's pine,Chimaphila maculata,broadleaf,source_index_only,,,matched,CHMA3,,https://weedid.cals.vt.edu/profile/333/
VT-637,strong quillwort,Isoetes valida,grass_or_grasslike,source_index_only,,,matched,ISVA2,,https://weedid.cals.vt.edu/profile/637/
VT-534,sugar maple,Acer sacharum,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/534/
VT-696,sugarcane plumegrass,Erianthus physocarpa,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/696/
VT-511,sulphur cinquefoil,Potentilla recta,broadleaf,source_index_only,,,matched,PORE5,roadside_disturbed,https://weedid.cals.vt.edu/profile/511/
VT-267,sun spurge,Euphorbia helioscopia,broadleaf,source_index_only,,,matched,EUHE2,agronomic_crops; pasture_forage,https://weedid.cals.vt.edu/profile/267/
VT-427,swamp bay,Persea palustris,broadleaf,source_index_only,,,matched,PEPA37,,https://weedid.cals.vt.edu/profile/427/
VT-280,swamp smartweed,Polygonum hydropiperoides,broadleaf,source_index_only,,,matched,POHY2,,https://weedid.cals.vt.edu/profile/280/
VT-102,swamp tupelo,Nyssa biflora,broadleaf,source_index_only,,,matched,NYBI,,https://weedid.cals.vt.edu/profile/102/
VT-263,swamp verbena,Verbena hastata,broadleaf,source_index_only,,,matched,VEHA2,,https://weedid.cals.vt.edu/profile/263/
VT-600,sweet autumn virginsbower,Clematis terniflora,broadleaf,source_index_only,,,matched,CLTE4,,https://weedid.cals.vt.edu/profile/600/
VT-379,sweet bay,Laurus nobilis,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/379/
VT-14,sweet clover,Melilotus alba,broadleaf,source_index_only,,,matched,MEOF,roadside_disturbed,https://weedid.cals.vt.edu/profile/14/
VT-676,sweet fennel,Foeniculum vulgare,broadleaf,source_index_only,,,matched,FOVU,,https://weedid.cals.vt.edu/profile/676/
VT-53,sweet sagewort,Artemisia annua,broadleaf,source_index_only,,,matched,ARAN3,roadside_disturbed,https://weedid.cals.vt.edu/profile/53/
VT-399,sweet vernalgrass,Anthoxanthum odoratum,grass_or_grasslike,source_index_only,,,matched,ANOD,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/399/
VT-70,sweet woodreed,Cinna arundinacea,grass_or_grasslike,source_index_only,,,matched,CIAR2,,https://weedid.cals.vt.edu/profile/70/
VT-44,sweetflag,Acorus americanus,grass_or_grasslike,source_index_only,,,matched,ACAM,,https://weedid.cals.vt.edu/profile/44/
VT-588,sweetgum,Liquidambar styraciflua,broadleaf,source_index_only,,,matched,LIST2,,https://weedid.cals.vt.edu/profile/588/
VT-400,sweetscented bedstraw,Galium odoratum,broadleaf,source_index_only,,,matched,GAOD3,,https://weedid.cals.vt.edu/profile/400/
VT-652,switchgrass,Panicum virgatum,grass_or_grasslike,source_index_only,,,matched,PAVI2,pasture_forage,https://weedid.cals.vt.edu/profile/652/
VT-71,tall fescue,Schedonorus arundinaceus,grass_or_grasslike,source_index_only,,,matched,SCAR7,,https://weedid.cals.vt.edu/profile/71/
VT-217,tall globethistle,Echinops exaltatus,broadleaf,source_index_only,,,unmatched_requires_review,,pasture_forage; aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/217/
VT-490,tall morningglory,Ipomoea purpurea,broadleaf,source_index_only,,,matched,IPPU2,,https://weedid.cals.vt.edu/profile/490/
VT-212,tall oatgrass,Arrhenatherum elatius,grass_or_grasslike,source_index_only,,,matched,AREL3,roadside_disturbed,https://weedid.cals.vt.edu/profile/212/
VT-8,tapered rosette grass,Dichanthelium acuminatum,grass_or_grasslike,source_index_only,,,matched,DIAC2,,https://weedid.cals.vt.edu/profile/8/
VT-721,tapertip cupgrass,Eriochloa acuminata,grass_or_grasslike,source_index_only,,,matched,ERAC4,,https://weedid.cals.vt.edu/profile/721/
VT-593,Tatarian honeysuckle,Lonicera tatarica,broadleaf,source_index_only,,,matched,LOTA,roadside_disturbed,https://weedid.cals.vt.edu/profile/593/
VT-601,Texas panicum,Urochloa texana,grass_or_grasslike,crop_context_sourced,corn; soybean,,matched,URTE2,agronomic_crops,https://weedid.cals.vt.edu/profile/601/
VT-559,thin paspalum,Paspalum setaceum,grass_or_grasslike,source_index_only,,,matched,PASE5,,https://weedid.cals.vt.edu/profile/559/
VT-221,threadstalk speedwell,Veronica filiformis,broadleaf,source_index_only,,,unmatched_requires_review,,agronomic_crops; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/221/
VT-453,throughwort pennycress,Microthlaspi perfoliatum,broadleaf,source_index_only,,,matched,MIPE8,,https://weedid.cals.vt.edu/profile/453/
VT-606,Thunbergs meadowsweet,Spiraea thunbergii,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/606/
VT-554,thymeleaf speedwell,Veronica serpyllifolia,broadleaf,source_index_only,,,matched,VESE,agronomic_crops; turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/554/
VT-475,Timothy,Phleum pratense,grass_or_grasslike,source_index_only,,,matched,PHPR3,,https://weedid.cals.vt.edu/profile/475/
VT-182,toothed plagiomnium moss,Plagiomnium cuspidatum,other,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/182/
VT-723,toothed spurge,Euphorbia dentata,broadleaf,source_index_only,,,matched,EUDE4,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/723/
VT-191,trailing pearlwort,Sagina decumbens,broadleaf,source_index_only,,,matched,SADE,,https://weedid.cals.vt.edu/profile/191/
VT-231,tree-of-a-thousand-stars,Serissa foetida,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/231/
VT-29,tree-of-heaven,Ailanthus altissima,broadleaf,source_index_only,,Tier 3,matched,AIAL,roadside_disturbed,https://weedid.cals.vt.edu/profile/29/
VT-505,trumpet creeper,Campsis radicans,broadleaf,crop_context_sourced,pasture_hay,,matched,CARA2,roadside_disturbed,https://weedid.cals.vt.edu/profile/505/
VT-224,trumpetweed,Eutrochium fistulosum,broadleaf,source_index_only,,,matched,EUFI14,,https://weedid.cals.vt.edu/profile/224/
VT-720,tufted lovegrass,Eragrostis pectinacea,grass_or_grasslike,source_index_only,,,matched,ERPE,,https://weedid.cals.vt.edu/profile/720/
VT-623,tuliptree,Liriodendron tulipifera,broadleaf,source_index_only,,,matched,LITU,,https://weedid.cals.vt.edu/profile/623/
VT-643,tumble windmill grass,Chloris verticillata,grass_or_grasslike,source_index_only,,,matched,CHVE2,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/643/
VT-270,twoheaded water-starwort,Callitriche heterophylla,broadleaf,source_index_only,,,matched,CAHE3,,https://weedid.cals.vt.edu/profile/270/
VT-272,twoleaf watermilfoil,Myriophyllum heterophyllum,broadleaf,source_index_only,,,matched,MYHE2,,https://weedid.cals.vt.edu/profile/272/
VT-709,Tyrol knapweed,Centaurea nigrescens,other,source_index_only,,,matched,CENI3,,https://weedid.cals.vt.edu/profile/709/
VT-449,upland bentgrass,Agrostis perennans,grass_or_grasslike,source_index_only,,,matched,AGPE,,https://weedid.cals.vt.edu/profile/449/
VT-634,Vasey's grass,Paspalum urvillei,grass_or_grasslike,source_index_only,,,matched,PAUR2,pasture_forage; aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/634/
VT-544,velvet panicum,Dichanthelium scoparium,grass_or_grasslike,source_index_only,,,matched,DISC3,,https://weedid.cals.vt.edu/profile/544/
VT-604,velvetleaf,Abutilon theophrasti,broadleaf,crop_context_sourced,corn; soybean; pasture_hay,,matched,ABTH,,https://weedid.cals.vt.edu/profile/604/
VT-252,vente conmigo,Croton glandulosus,broadleaf,source_index_only,,,matched,CRGL2,,https://weedid.cals.vt.edu/profile/252/
VT-651,violet orychophragmus,Orychophragmus violaceus,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/651/
VT-653,Virginia buttonweed,Diodia virginiana,broadleaf,source_index_only,,,matched,DIVI3,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/653/
VT-502,Virginia creeper,Parthenocissus quinquefolia,broadleaf,crop_context_sourced,pasture_hay,,matched,PAQU2,,https://weedid.cals.vt.edu/profile/502/
VT-663,Virginia glasswort,Salicornea virginica,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/663/
VT-659,Virginia mountainmint,Pycnanthemum virginianum,broadleaf,source_index_only,,,matched,PYVI,,https://weedid.cals.vt.edu/profile/659/
VT-664,Virginia pepperweed,Lepidium virginicum,broadleaf,source_index_only,,,matched,LEVI3,horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/664/
VT-656,Virginia strawberry,Fragaria virginiana,broadleaf,source_index_only,,,matched,FRVI,,https://weedid.cals.vt.edu/profile/656/
VT-661,Virginia sweetspire,Itea virginica,broadleaf,source_index_only,,,matched,ITVI,,https://weedid.cals.vt.edu/profile/661/
VT-660,Virginia threeseed mercury,Acalypha virginica,broadleaf,source_index_only,,,matched,ACVI,pasture_forage,https://weedid.cals.vt.edu/profile/660/
VT-403,watercress,Nasturtium officinale,broadleaf,source_index_only,,,matched,NAOF,,https://weedid.cals.vt.edu/profile/403/
VT-542,watershield,Brasenia schreberi,broadleaf,source_index_only,,,matched,BRSC,,https://weedid.cals.vt.edu/profile/542/
VT-204,waterthread pondweed,Potamogeton diversifolius,broadleaf,source_index_only,,,matched,PODI,aquatic_wetland,https://weedid.cals.vt.edu/profile/204/
VT-644,waterthyme,Hydrilla verticillata,broadleaf,source_index_only,,Tier 3,matched,HYVE3,,https://weedid.cals.vt.edu/profile/644/
VT-147,wax myrtle,Morella cerifera,broadleaf,source_index_only,,,matched,MOCE2,,https://weedid.cals.vt.edu/profile/147/
VT-493,weakstalk bulrush,Scirpus purshianus,grass_or_grasslike,source_index_only,,,matched,SCPU14,,https://weedid.cals.vt.edu/profile/493/
VT-181,weeping lovegrass,Eragrostis curvula,grass_or_grasslike,source_index_only,,,matched,ERCU2,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/181/
VT-60,western brackenfern,Pteridium aquilinum,broadleaf,source_index_only,,,matched,PTAQ,,https://weedid.cals.vt.edu/profile/60/
VT-425,western marsh cudweed,Gnaphalium palustre,broadleaf,source_index_only,,,unmatched_requires_review,,roadside_disturbed,https://weedid.cals.vt.edu/profile/425/
VT-9,western panicgrass,Dichanthelium acuminatum var. fasciculatum,grass_or_grasslike,source_index_only,,,matched,DIAC2,pasture_forage,https://weedid.cals.vt.edu/profile/9/
VT-207,western salsify,Tragopogon dubius,broadleaf,source_index_only,,,matched,TRDU,roadside_disturbed,https://weedid.cals.vt.edu/profile/207/
VT-37,white ash,Fraxinus americana,broadleaf,source_index_only,,,matched,FRAM2,,https://weedid.cals.vt.edu/profile/37/
VT-516,white clover,Trifolium repens,broadleaf,source_index_only,,,matched,TRRE3,,https://weedid.cals.vt.edu/profile/516/
VT-466,white heath aster,Symphyotrichum pilosum var. pilosum,broadleaf,source_index_only,,,matched,SYPI2,roadside_disturbed,https://weedid.cals.vt.edu/profile/466/
VT-15,white mulberry,Morus alba,broadleaf,source_index_only,,,matched,MOAL,,https://weedid.cals.vt.edu/profile/15/
VT-315,white panicle aster,Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum,broadleaf,source_index_only,,,matched,SYLA6,aquatic_wetland; roadside_disturbed,https://weedid.cals.vt.edu/profile/315/
VT-28,white snakeroot,Ageratina altissima,broadleaf,crop_context_sourced,pasture_hay,,matched,AGAL5,roadside_disturbed,https://weedid.cals.vt.edu/profile/28/
VT-633,white vervain,Verbena urticifolia,broadleaf,source_index_only,,,matched,VEUR,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/633/
VT-662,whitegrass,Leersia virginica,grass_or_grasslike,source_index_only,,,matched,LEVI2,,https://weedid.cals.vt.edu/profile/662/
VT-718,whitesnow,Drymaria cordata,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/718/
VT-310,whitestar,Ipomoea lacunosa,broadleaf,source_index_only,,,matched,IPLA,,https://weedid.cals.vt.edu/profile/310/
VT-805,whitetinge sedge,Carex albicans,grass_or_grasslike,source_index_only,,,matched,CAAL25,,https://weedid.cals.vt.edu/profile/805/
VT-499,whorled yellow loosestrife,Lysimachia quadrifolia,broadleaf,source_index_only,,,matched,LYQU2,,https://weedid.cals.vt.edu/profile/499/
VT-339,widgeongrass,Ruppia maritima,grass_or_grasslike,source_index_only,,,matched,RUMA5,,https://weedid.cals.vt.edu/profile/339/
VT-674,wild basil,Clinopodium vulgare,broadleaf,source_index_only,,,matched,CLVU,,https://weedid.cals.vt.edu/profile/674/
VT-809,wild blue phlox,Phlox divaricata,broadleaf,source_index_only,,,matched,PHDI5,,https://weedid.cals.vt.edu/profile/809/
VT-757,wild buckwheat,Polygonum convolvulus,broadleaf,crop_context_sourced,small_grains,,matched,POCO10,,https://weedid.cals.vt.edu/profile/757/
VT-694,wild four-o'clock,Mirabilis nyctaginea,broadleaf,source_index_only,,,matched,MINY,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/694/
VT-650,wild garlic,Allium vineale,grass_or_grasslike,source_index_only,,,matched,ALVI,pasture_forage; turf_landscape,https://weedid.cals.vt.edu/profile/650/
VT-790,wild grapes,Vitis spp.,broadleaf,source_index_only,,,unmatched_requires_review,,pasture_forage; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/790/
VT-307,wild mustard,Brassica kaber,broadleaf,source_index_only,,,matched,SIARA,agronomic_crops; horticultural_crops,https://weedid.cals.vt.edu/profile/307/
VT-220,wild oat,Avena fatua,grass_or_grasslike,source_index_only,,,matched,AVFA,agronomic_crops; horticultural_crops; turf_landscape,https://weedid.cals.vt.edu/profile/220/
VT-689,wild parsnip,Pastinaca sativa,broadleaf,crop_context_sourced,pasture_hay,,matched,PASA2,,https://weedid.cals.vt.edu/profile/689/
VT-510,wild radish,Raphanus raphanistrum,broadleaf,source_index_only,,,matched,RARA2,agronomic_crops; pasture_forage; horticultural_crops,https://weedid.cals.vt.edu/profile/510/
VT-384,wild sarsaparilla,Aralia nudicaulis,broadleaf,source_index_only,,,matched,ARNU2,,https://weedid.cals.vt.edu/profile/384/
VT-464,wine raspberry,Rubus phoenicolasius,broadleaf,source_index_only,,,matched,RUPH,,https://weedid.cals.vt.edu/profile/464/
VT-167,winged sumac,Rhus copallinum,broadleaf,source_index_only,,,matched,RHCO,roadside_disturbed,https://weedid.cals.vt.edu/profile/167/
VT-27,wingstem,Verbesina alternifolia,broadleaf,source_index_only,,,matched,VEAL,,https://weedid.cals.vt.edu/profile/27/
VT-589,winter-flowering cherry,Prunus subhirtella,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/589/
VT-304,wintergreen barberry,Berberis julianae,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/304/
VT-130,witchgrass,Panicum capillare,grass_or_grasslike,source_index_only,,,matched,PACA6,turf_landscape; roadside_disturbed,https://weedid.cals.vt.edu/profile/130/
VT-227,woodland bittercress,Cardamine flexuosa,broadleaf,source_index_only,,,matched,CAFL14,pasture_forage; roadside_disturbed,https://weedid.cals.vt.edu/profile/227/
VT-229,woodland lettuce,Lactuca floridana,broadleaf,source_index_only,,,matched,LAFL,,https://weedid.cals.vt.edu/profile/229/
VT-462,woodlily,Lilium philidelphicum,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/462/
VT-187,woolgrass,Scirpus cyperinus,grass_or_grasslike,source_index_only,,,matched,SCCY,,https://weedid.cals.vt.edu/profile/187/
VT-609,woolly burdock,Arctium tomentosum,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/609/
VT-672,yaupon,Ilex vomitoria,broadleaf,source_index_only,,,matched,ILVO,,https://weedid.cals.vt.edu/profile/672/
VT-242,yellow archangel,Lamiastrum galeobdolon,broadleaf,source_index_only,,,matched,LAGA2,,https://weedid.cals.vt.edu/profile/242/
VT-440,yellow floatingheart,Nymphoides peltata,broadleaf,source_index_only,,,unmatched_requires_review,,,https://weedid.cals.vt.edu/profile/440/
VT-487,yellow foxtail,Setaria pumila,grass_or_grasslike,source_index_only,,,matched,SEPU8,,https://weedid.cals.vt.edu/profile/487/
VT-213,yellow nutsedge,Cyperus esculentus,grass_or_grasslike,crop_context_sourced,corn; soybean,,matched,CYES,turf_landscape,https://weedid.cals.vt.edu/profile/213/
VT-329,yellow passionflower,Passiflora lutea,broadleaf,source_index_only,,,matched,PALU2,,https://weedid.cals.vt.edu/profile/329/
VT-646,yellow spring bedstraw,Galium verum,broadleaf,source_index_only,,,matched,GAVE,,https://weedid.cals.vt.edu/profile/646/
VT-341,zoysiagrass,Zoysia matrella,grass_or_grasslike,source_index_only,,,unmatched_requires_review,,turf_landscape,https://weedid.cals.vt.edu/profile/341/
VAC-86448bff01,Giant salvinia,Salvinia molesta,unclassified,regulatory_only,,Tier 1,not_crosswalked,,,
VAC-a5b2537e9d,Tropical soda apple,Solanum viarum,unclassified,regulatory_only,,Tier 1,not_crosswalked,,,
VAC-567e2027ec,Giant hogweed,Heracleum mantegazzianum,unclassified,regulatory_only,,Tier 1,not_crosswalked,,,
VAC-7d372dd967,Cogon grass,Imperata cylindrica,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-3c6b5044ba,Water spinach,Ipomoea aquatica,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-e5292fa7c7,Beach vitex,Vitex rotundifolia,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-12349a5ada,Wavyleaf basketgrass,Oplismenus hirtellus spp. undulatifolius,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-cc9915c126,Incised fumewort,Corydalis incisa,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-aca8067248,Two-horned trapa,Trapa bispinosa,unclassified,regulatory_only,,Tier 2,not_crosswalked,,,
VAC-84b242b003,Porcelain berry,Ampelopsis brevipedunculata,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-9fd4b345fd,Mile-a-minute weed,Persicaria perfoliata,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-66694d2365,Chinese yam,Dioscorea polystachya,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-1bb57fb72d,Lesser celandine,Ficaria verna,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-013be4ffbe,Bicolor lespedeza,Lespedeza bicolor,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-fe26528997,Japanese knotweed,Reynoutria japonica,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
VAC-8ff731b18f,Siberian elm,Ulmus pumila,unclassified,regulatory_only,,Tier 3,not_crosswalked,,,
